bedrooms,bathrooms,sqft_living_log,sqft_lot,floors,view,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,property_age
2,1.0,6.55250788703459,8174,1.0,0,5,700,0,1250,8046,74
4,2.5,7.937731775260109,72309,2.0,0,9,2800,0,2280,36420,23
5,2.0,7.692113339595466,8316,1.0,0,7,1390,800,2010,8316,54
4,2.25,7.555381944240273,5120,1.0,0,8,1300,610,1810,5153,61
3,2.5,8.0959035329611,29111,2.0,3,11,3280,0,3530,21074,90
4,1.75,7.280008252884188,10074,1.0,0,7,1450,0,1340,8023,49
3,2.5,7.496097345175956,4357,2.0,0,8,1800,0,1800,3663,2
3,2.5,7.804251383528112,4332,2.0,0,8,2450,0,2450,4154,5
4,1.75,7.1785454837637,9690,1.0,0,7,1310,0,2280,9618,48
5,2.75,7.43307534889858,4000,1.0,0,7,970,720,1240,4000,72
3,2.25,7.560601162768557,9600,1.0,0,8,1560,360,2040,9600,47
3,1.0,7.293697720601438,11398,1.0,0,8,1470,0,1710,11407,65
3,1.5,7.384610383176974,5304,1.0,0,6,1610,0,1060,5304,47
3,2.5,7.793586803371584,5931,2.0,0,9,2424,0,2424,6036,1
3,1.5,7.544861068658458,4400,1.5,0,7,1890,0,1620,4080,96
2,1.75,7.057036981697891,8625,1.0,0,6,1160,0,960,5750,74
3,1.75,7.581209826196346,7705,1.0,0,7,980,980,1380,4349,65
3,1.5,7.421177528595393,10800,1.0,0,8,1670,0,1670,9169,59
2,1.75,7.333676395657684,4387,1.0,0,8,1020,510,1870,5029,63
2,3.25,7.346655163176539,1767,3.0,3,8,1550,0,2710,3444,9
3,1.5,7.074116816197362,7300,1.0,0,7,1180,0,2030,8424,47
3,2.5,7.43307534889858,7165,2.0,0,7,1690,0,1410,8590,23
3,2.5,7.528869256642251,3690,2.0,0,7,1860,0,1870,4394,15
4,4.5,8.064950891749143,4606,2.0,3,9,1990,1190,2110,5323,86
2,1.0,6.825460036255307,5850,1.0,0,6,920,0,1640,5476,115
3,1.75,7.307202314764738,3840,2.0,0,8,1490,0,3450,8500,1
4,2.5,7.844240718141811,4630,2.0,0,7,2550,0,2550,5151,10
4,3.25,8.309184527686298,13000,2.0,3,11,4060,0,3220,13800,15
3,1.75,7.67368812926773,19127,1.0,0,7,1650,500,1550,15000,37
3,2.5,7.359467638255621,4926,2.0,0,8,1570,0,1800,3202,1
3,1.0,6.846943139585379,7380,1.0,0,6,940,0,1210,8095,56
3,1.75,7.669028288589683,40098,1.0,0,8,1490,650,2220,35371,65
3,1.0,6.878326468291325,7700,1.0,0,7,970,0,1160,8250,56
4,2.5,8.025189321890835,11385,2.0,0,9,3056,0,2849,8607,1
3,1.75,7.544861068658458,9100,2.0,0,7,1890,0,1640,9100,63
2,1.0,6.814542897259958,7617,1.0,0,6,910,0,1310,6624,79
3,1.75,7.273092595999522,7070,1.0,0,7,1440,0,1440,7210,35
4,2.5,7.766840537085513,43017,2.0,0,9,2360,0,2750,40334,26
4,1.75,7.450660796211539,7455,1.0,0,7,1020,700,1720,7700,52
4,2.5,7.779466967458324,5249,2.0,0,9,2390,0,2600,5342,9
4,2.5,8.000014093678072,12075,1.0,0,8,1910,1070,2240,12075,8
3,1.0,6.994849985833071,2800,1.0,0,6,1090,0,1040,2960,46
4,2.5,7.762596048540069,7245,2.0,0,8,2350,0,2350,9419,22
3,1.0,7.170888478512505,8316,1.0,0,6,1300,0,1260,8316,61
4,1.0,7.266128779556451,27153,1.5,0,5,1430,0,1880,27153,81
3,2.5,7.438971592395862,7496,2.0,0,8,1700,0,2280,7496,21
5,1.75,8.098946748943339,11900,1.5,0,8,3290,0,2210,8549,42
4,2.5,8.000014093678072,12534,2.0,0,9,2980,0,2630,12534,19
3,2.5,7.409136443920128,4725,2.0,0,8,1650,0,2000,4725,4
3,1.5,7.905072849498666,47419,1.5,0,7,2170,540,2130,48144,35
4,3.5,8.15507488781144,4000,2.0,0,9,2460,1020,2620,4000,0
3,2.5,7.565793282428515,4000,2.0,0,8,1930,0,2050,4000,1
4,1.0,7.501634457883413,7500,1.0,0,7,1410,400,1250,6255,56
3,1.0,7.13966033596492,7897,1.0,0,7,1260,0,1560,8285,36
4,2.75,8.089789175789319,5000,2.0,0,9,3260,0,3450,6218,8
3,2.25,7.664346632098617,8801,1.0,0,8,1370,760,2820,8801,39
3,2.0,7.640603826393634,12972,1.0,0,7,1250,830,1530,10089,34
4,2.5,7.848153086199526,7210,2.0,0,9,2560,0,2160,10439,9
3,2.25,7.576097340623111,7221,1.0,0,8,1950,0,2310,8125,9
2,1.0,6.68586094706836,5040,1.0,0,6,800,0,1020,5040,55
2,1.0,6.888572459565364,3663,1.0,0,7,980,0,1620,3706,106
3,1.0,7.065613363597717,11100,1.0,0,6,1170,0,2080,8481,47
2,1.5,7.415175109613295,4000,1.0,0,7,1000,660,1570,5500,65
4,1.75,7.090909822079984,7680,1.0,0,7,1200,0,1490,7800,47
2,1.0,7.208600337960199,8220,1.0,0,7,1060,290,1540,8280,66
5,2.75,7.681099001536359,6342,2.0,0,8,2166,0,2474,5948,2
2,2.25,7.340186835320115,958,3.0,0,9,1540,0,1410,958,8
2,1.0,7.057036981697891,5038,1.0,0,7,740,420,1160,5076,73
3,2.5,7.528869256642251,11122,2.0,0,8,1860,0,2420,8542,21
3,3.25,7.664346632098617,2306,2.0,1,7,1420,710,1560,4500,91
5,3.0,8.202756381655638,16600,1.0,3,9,1860,1790,3150,10400,37
3,1.75,7.43307534889858,6375,1.0,0,8,1690,0,1270,7774,13
4,3.75,8.224431573221159,17000,2.0,3,10,2820,910,3880,15550,29
4,2.0,7.450660796211539,7560,1.0,0,7,1720,0,1750,7988,56
4,2.5,7.611347717403621,8044,2.0,0,8,2020,0,2320,7328,25
4,3.0,8.188966863648876,9687,2.0,0,9,3600,0,2620,10400,20
2,2.0,7.2868764117507,1085,2.0,0,8,950,510,1580,1202,1
3,1.75,7.518064181233078,8086,1.0,0,8,1840,0,1840,8060,51
3,1.75,7.048386408721883,9600,1.0,0,7,1150,0,1520,9976,36
5,3.75,8.263848131368906,8370,2.0,0,7,3880,0,2160,4651,11
5,3.5,7.930565854233965,3583,2.0,0,8,2180,600,2640,3850,10
3,3.0,7.81237820598861,36445,2.0,0,8,2470,0,2310,35350,35
4,2.5,7.848153086199526,10400,1.0,0,7,1280,1280,1740,11050,50
5,1.75,7.766840537085513,8642,1.5,0,7,2060,300,1950,8491,89
3,2.5,7.555381944240273,4941,2.0,0,8,1910,0,1910,4941,16
4,2.75,7.687538766201629,8475,1.0,0,7,1330,850,1500,7140,28
3,1.0,7.273092595999522,27505,1.0,0,8,1440,0,2430,16400,64
4,1.75,7.396948602621014,5750,1.0,0,7,1160,470,1640,5750,68
3,2.0,7.87587915949631,18743,2.0,3,10,2632,0,1970,14171,15
5,2.75,8.086717920303906,8100,2.0,0,8,3250,0,1270,8100,1
4,2.5,7.591357046698551,5000,2.0,0,8,1980,0,1400,8500,7
3,2.0,7.353081920515432,8509,1.0,0,8,790,770,1410,7428,46
4,2.25,7.754052639035757,7220,2.0,1,8,1600,730,2220,9100,27
2,1.0,7.293697720601438,6120,1.0,0,7,1470,0,1840,6120,75
4,3.5,8.253488028345904,85728,2.0,0,11,3840,0,2430,42643,17
2,1.0,6.836259277277067,7550,1.0,0,6,930,0,1370,10176,29
4,2.5,8.052296499538647,28037,2.0,0,10,3140,0,2990,35001,24
4,1.75,7.550135342488429,22896,1.5,0,7,1360,540,1300,8960,25
3,1.0,7.43307534889858,13184,1.0,0,7,1690,0,1130,13451,56
3,1.0,7.193685818395112,3740,1.5,0,6,1330,0,1330,5053,112
4,2.5,7.75833346749091,8955,2.0,0,9,2340,0,2340,8955,25
4,2.5,7.804251383528112,27081,2.0,0,8,2450,0,2630,12025,30
4,5.25,8.564267598802166,320917,2.0,2,10,5240,0,1930,68824,9
3,1.75,7.384610383176974,9000,1.0,0,7,1100,510,1610,8000,37
3,1.5,7.507141079727608,8585,1.0,0,7,1820,0,1740,10088,53
4,2.0,7.300472814267799,3132,1.0,0,6,740,740,1480,6420,105
3,2.25,7.710205194432532,11835,1.0,0,8,1630,600,2190,10384,41
4,2.5,7.701200180857446,5077,1.5,0,8,1480,730,1740,5000,103
5,2.75,7.905072849498666,6220,2.0,0,8,2710,0,2530,4759,1
3,1.75,7.123672785204607,13869,1.0,0,7,1240,0,1970,7790,58
3,1.75,7.13966033596492,7200,1.0,0,7,1260,0,1460,7200,44
4,2.5,8.054840221101024,9612,2.0,3,9,3148,0,3000,11475,1
4,1.75,7.630946580890459,4080,1.5,0,7,1460,600,1620,4080,19
3,1.75,7.650168700845001,15480,1.0,0,7,2100,0,1330,15657,32
3,2.5,7.409136443920128,5000,2.0,0,8,1650,0,1720,5000,30
5,1.75,7.736743682453495,7900,1.0,0,7,1190,1100,1870,8250,50
2,1.75,7.346655163176539,7764,1.0,4,8,1550,0,1690,11620,29
4,2.5,8.357259153499912,36360,1.5,0,8,4100,160,2430,17888,80
3,2.5,8.055475141757274,21893,2.0,0,9,3150,0,2280,21886,9
4,2.75,8.010027528481734,7427,2.0,0,8,3010,0,3000,4929,5
4,2.25,7.779466967458324,57599,2.0,0,8,2390,0,2390,38186,34
4,2.5,7.732369222284388,4534,2.0,0,8,2280,0,2246,4534,12
5,3.0,8.221747728346623,25474,2.0,4,9,2090,1630,1870,14547,29
3,2.5,7.496097345175956,3265,2.0,0,8,1800,0,1800,3663,1
4,2.25,8.010027528481734,9800,2.0,0,9,3010,0,2510,9800,42
3,1.0,6.825460036255307,5546,1.0,0,6,920,0,1300,5546,87
3,2.5,7.444833273892193,3469,2.0,0,8,1710,0,2120,3560,16
4,2.5,8.119993827725105,40471,2.0,0,10,3360,0,3150,36823,21
5,1.75,7.692113339595466,16788,1.0,2,8,1380,810,1920,8366,37
4,2.5,7.930565854233965,11904,1.0,1,8,1730,1050,3590,13860,64
3,1.0,7.353081920515432,14333,1.0,0,7,1560,0,1640,14333,62
4,2.5,7.630946580890459,9719,1.0,0,8,1320,740,2050,9643,55
3,1.75,7.518064181233078,19501,1.0,0,8,1270,570,1910,12000,43
3,2.5,7.193685818395112,2180,3.0,0,8,1330,0,1330,5000,1
3,1.5,7.396948602621014,4080,1.5,0,8,1630,0,1950,4080,88
3,1.0,6.898714534329988,7050,1.0,0,7,990,0,1200,8125,48
3,2.25,7.528869256642251,11227,2.0,0,7,1860,0,1820,8800,20
4,2.5,7.72356247227797,5702,2.0,0,8,2260,0,2450,6381,13
4,2.5,8.006700845440367,8584,2.0,0,7,3000,0,2610,7570,12
3,1.0,6.8679744089702925,4600,1.5,0,6,960,0,1380,5175,88
5,2.75,7.80016307039296,8000,1.0,0,7,1240,1200,1780,8391,43
3,1.5,7.266128779556451,8000,1.0,0,7,1430,0,1450,8000,59
4,2.5,7.783640596221253,7351,2.0,0,9,2400,0,2330,7756,25
6,2.5,8.232440158470336,12978,1.0,0,9,2360,1400,2300,7362,48
4,2.0,7.787796878181171,8712,1.0,0,7,1260,1150,2220,6038,57
3,1.75,7.53955882930103,16262,1.0,0,7,1880,0,1900,7972,35
3,2.5,8.177796683277778,9796,1.0,0,8,1860,1700,2210,8925,50
3,1.5,7.501634457883413,14400,1.0,0,7,1810,0,1710,12000,61
3,2.5,7.787796878181171,11900,1.0,2,9,1600,810,3090,11902,26
3,2.0,7.762596048540069,209088,1.0,0,7,2350,0,2300,209088,22
2,1.5,7.186144304522325,73600,1.0,0,7,1320,0,1320,33600,22
4,2.25,7.611347717403621,5800,1.0,3,9,1760,260,3100,5800,74
3,1.0,6.947937068614969,8075,1.0,0,7,1040,0,1450,8075,54
4,2.5,7.711548979629146,6025,2.0,0,7,2233,0,1544,6036,3
3,1.75,7.074116816197362,13927,1.0,0,7,1180,0,1400,13173,53
3,1.0,7.273092595999522,4268,1.0,0,7,1040,400,1370,4268,62
2,1.0,6.836259277277067,7740,1.0,0,6,930,0,1250,7740,91
4,3.0,7.852050207265889,9104,2.0,2,7,2570,0,1630,4950,85
2,1.0,7.273092595999522,7130,1.0,2,7,1210,230,1970,7130,67
2,1.0,6.976348070447749,20450,1.0,0,6,1070,0,1360,15581,67
4,2.75,8.168486417126681,7200,2.0,0,7,3527,0,2490,7200,10
3,2.5,7.771067086065406,5321,2.0,0,8,2370,0,2370,4357,1
4,1.5,7.484930283289661,8400,1.0,0,7,1080,700,1660,8400,46
5,2.75,7.664346632098617,5000,1.0,0,7,1100,1030,1340,6837,37
5,3.0,8.080546965824498,5167,1.5,0,8,2000,1230,1509,1626,106
3,2.5,7.852050207265889,4600,2.0,0,8,2570,0,2570,5000,1
4,2.25,7.687538766201629,10754,1.0,0,7,1100,1080,1810,6929,61
3,1.0,7.244941546337007,4800,1.0,0,6,700,700,1470,6000,98
4,3.25,8.14351740579748,7661,2.0,0,11,3440,0,3580,6478,9
3,1.0,7.170888478512505,8266,1.0,0,7,1300,0,1300,8707,62
4,2.0,7.65491704784832,4140,2.0,0,9,1710,400,1440,4420,12
3,1.75,7.32052696227274,6000,1.0,0,7,1060,450,1610,6000,68
2,2.5,7.779466967458324,7489,1.0,0,8,2390,0,2170,7489,8
3,1.0,7.090909822079984,10703,1.5,0,7,1200,0,1380,8068,97
4,2.75,7.878912912297133,9000,2.0,0,10,2640,0,2980,9137,25
5,2.75,7.836369760545124,7601,1.0,0,7,1520,1010,2400,7776,23
3,2.0,7.75833346749091,3477,1.0,1,7,1170,1170,2110,6300,44
4,2.25,7.796057974316123,32496,1.0,0,9,2430,0,2750,35506,22
4,2.5,8.016647877057803,3841,3.0,0,9,3030,0,1080,4922,10
4,2.0,7.57095858316901,5000,1.0,0,7,980,960,1940,5000,105
2,1.0,7.32052696227274,4000,1.0,0,6,930,580,1300,4000,91
6,2.5,7.848153086199526,8320,1.0,0,7,1370,1190,2360,7800,54
5,1.75,7.80016307039296,15143,1.5,4,8,1740,700,2390,10907,71
4,2.0,7.300472814267799,6324,1.0,0,7,1480,0,1480,3600,72
4,2.5,8.304247465078474,9630,1.0,3,9,2020,2020,3160,8025,64
3,2.5,7.996653875462607,23100,1.0,0,7,1510,1460,2390,20300,48
4,1.75,7.766840537085513,7620,1.0,0,7,1180,1180,1910,7620,60
2,1.0,6.508769136971682,4720,1.0,0,6,670,0,1480,4720,67
3,1.5,7.215975002651466,2030,3.0,0,8,1360,0,1360,1167,7
4,3.25,8.013343181386672,13457,1.0,0,9,3020,0,2120,7553,59
4,3.25,8.380456667842767,210254,1.0,0,10,2320,2040,2410,87120,15
3,1.0,6.918695219020472,11244,1.0,0,7,1010,0,1220,11242,68
3,2.25,7.123672785204607,949,3.0,0,8,1240,0,1310,1140,7
1,1.0,6.90875477931522,9084,1.0,3,7,1000,0,1090,6536,65
3,1.75,7.333676395657684,4000,2.0,0,8,1530,0,2140,5000,30
3,2.25,7.550135342488429,3800,2.0,0,7,1900,0,1950,3800,9
3,1.0,6.846943139585379,6695,1.0,0,6,940,0,1230,7400,56
2,2.0,7.273092595999522,4666,1.0,0,8,1440,0,1510,4595,5
4,2.5,7.836369760545124,10155,2.0,0,8,2530,0,2330,7205,17
3,1.75,7.359467638255621,4375,1.0,0,7,970,600,1790,5750,75
4,1.0,7.115582126184454,8636,1.5,0,6,1230,0,1168,8316,61
4,1.5,7.630946580890459,4000,1.5,2,7,1580,480,1160,4000,25
3,2.5,7.732369222284388,6134,2.0,0,8,2280,0,2640,6167,11
4,3.0,7.741099090035366,7609,2.0,0,7,2300,0,940,5937,39
4,3.75,8.0959035329611,11000,2.0,0,10,2320,960,2400,8351,7
4,2.5,8.016647877057803,7800,2.0,0,9,1580,1450,2840,7435,24
2,1.0,6.673297967767654,7275,1.0,0,6,790,0,850,7399,71
3,2.0,7.348587530927593,6550,1.0,0,7,1553,0,1010,10546,14
4,1.75,7.696667081526462,7600,2.0,0,8,2200,0,1910,7600,37
4,2.5,7.518064181233078,15496,2.0,0,8,1840,0,1840,15040,24
3,1.75,7.1631723908466425,8580,1.0,0,7,1290,0,1840,8580,53
3,1.5,7.300472814267799,13457,1.0,0,7,1480,0,2100,10517,56
2,2.25,7.2868764117507,1607,2.0,0,8,1460,0,1460,1826,8
3,3.0,7.462214939768189,1100,3.0,0,8,1740,0,1370,1180,8
3,1.5,7.155396301896734,1920,1.5,0,7,1280,0,1280,3150,25
4,4.25,8.621733370690162,12968,2.0,0,11,5550,0,4750,13001,10
2,1.0,6.746412128573375,6370,1.0,0,6,850,0,850,5170,64
4,1.75,7.749753406274437,3825,1.5,0,8,1820,500,1940,3825,89
3,2.5,7.293697720601438,1256,2.0,0,8,930,540,1510,1797,9
4,2.25,8.086717920303906,16684,2.0,0,9,3250,0,2890,16927,36
4,2.5,7.640603826393634,11050,1.0,0,8,2080,0,1850,11050,46
2,1.0,7.252053951852814,5650,1.5,0,6,1410,0,1430,5650,97
4,3.5,7.893945138235959,10000,2.0,0,8,2040,640,1530,8000,1
3,1.0,7.307202314764738,7435,1.0,0,7,1120,370,1490,7530,46
4,2.75,7.645397699428633,13500,1.0,0,8,2090,0,2130,13500,66
3,1.5,7.421177528595393,6988,1.0,0,7,1370,300,1090,7753,62
2,2.25,7.576097340623111,29347,1.0,0,8,1350,600,2125,7751,62
3,1.0,7.333676395657684,9465,1.0,0,7,1530,0,1530,9465,55
5,2.5,8.064950891749143,13806,2.0,0,10,3180,0,3180,13798,25
3,2.5,7.732369222284388,6386,2.0,0,8,2280,0,2550,4835,7
3,2.75,7.596392304064196,31200,1.0,0,8,1990,0,3120,29625,29
4,2.5,7.930565854233965,7838,2.0,3,9,2780,0,3160,7848,11
3,2.75,7.779466967458324,9313,1.0,0,8,1390,1000,2390,12712,73
4,2.25,7.828436359157585,9963,1.0,0,9,2200,310,3110,9963,48
3,1.75,7.307202314764738,10844,1.0,0,7,1210,280,2090,9944,41
3,1.0,7.560601162768557,6862,1.0,2,7,1120,800,2000,6900,63
1,1.0,6.608000625296087,5000,1.0,0,7,740,0,1400,4400,92
5,3.25,8.016647877057803,7410,2.0,0,8,2150,880,2020,7410,1
3,1.75,7.403061091090091,3400,1.0,0,7,930,710,1380,3750,89
3,2.25,7.490529402060711,5794,1.5,0,7,1380,410,2140,7769,30
4,2.75,8.058643712215618,37200,2.0,3,8,2310,850,3130,20000,76
6,5.0,8.015987811027237,18055,2.0,0,7,3028,0,1400,34575,10
3,1.75,7.893945138235959,8625,1.0,0,8,1590,1090,2620,14275,41
4,2.5,7.390798521735676,5280,2.0,0,7,1620,0,1590,5280,44
4,2.5,7.576097340623111,4947,2.0,0,8,1950,0,1760,5611,15
3,1.5,7.32052696227274,7642,1.0,0,7,1510,0,2180,8357,56
4,2.5,7.749753406274437,10046,2.0,0,7,2320,0,2320,5253,9
3,1.75,7.415175109613295,9600,1.0,0,8,1380,280,2030,9500,34
3,2.5,7.7279755421055585,9822,2.0,0,9,2270,0,2790,8089,27
4,2.25,8.026496938945412,7920,1.0,0,7,1530,1530,1850,7800,50
5,1.75,7.490529402060711,9335,2.0,0,8,1790,0,1840,9612,63
5,2.5,7.951911381854188,15598,1.0,0,8,1470,1370,2570,14930,40
5,2.75,8.119993827725105,12080,2.0,0,9,3360,0,3360,9724,1
3,2.5,7.678326356506885,1250,3.0,0,8,1830,330,1870,2825,5
4,2.5,7.852050207265889,7980,2.0,0,9,2570,0,2760,6866,17
2,1.0,6.8679744089702925,7000,1.0,0,4,960,0,1850,8120,97
3,1.75,7.409136443920128,7145,2.0,0,8,1300,350,1760,7206,38
4,2.0,7.905072849498666,4750,1.0,0,7,1460,1250,1700,3800,96
4,3.5,8.163656176168432,7200,2.0,0,9,2600,910,2050,6200,6
3,3.25,7.696667081526462,4800,2.0,2,7,1910,290,1410,4800,19
3,3.25,8.080546965824498,7800,2.0,3,10,3230,0,3030,6600,10
3,2.75,7.710205194432532,14400,1.0,0,8,1460,770,2200,13280,38
4,1.0,7.83241092718792,5500,1.5,0,8,1820,700,2350,5000,103
5,2.5,7.591357046698551,10205,1.0,0,7,1080,900,1310,5413,86
3,1.0,7.732369222284388,4600,1.0,2,8,1250,1030,1910,4000,79
4,3.25,8.237743803890933,10099,1.0,1,11,2240,1540,3120,10669,9
3,2.5,7.692113339595466,5071,2.0,0,8,2190,0,2300,5654,11
3,2.0,7.808323050391055,6600,1.0,2,8,1370,1090,2150,6600,63
4,2.25,7.565793282428515,8925,1.0,0,8,1930,0,1930,8400,41
4,2.25,7.687538766201629,7000,1.0,0,8,1680,500,2000,8000,46
4,1.5,7.496097345175956,8786,1.0,0,7,1330,470,1780,8664,49
1,1.0,6.698268054115413,5000,1.0,1,7,590,220,1920,5000,79
3,1.75,7.58629630715272,7972,1.0,3,8,1370,600,2460,9796,39
3,1.0,6.918695219020472,7680,1.0,0,7,1010,0,1320,7373,48
3,1.0,6.85751406254539,4000,1.0,0,7,780,170,1230,4000,66
3,2.5,7.719129840906732,4337,2.0,0,8,2250,0,2250,4721,11
3,2.5,7.534228326274089,3439,2.0,0,7,1870,0,2190,4029,10
4,3.25,7.8636512654486515,2074,2.0,0,8,2150,450,2510,2074,4
2,1.0,6.734591659972948,10465,1.0,0,6,840,0,1320,8515,64
4,2.25,7.965892735084528,9996,1.0,0,8,1920,960,2410,10584,34
3,2.0,7.664346632098617,8225,1.0,0,8,2130,0,2580,8225,28
5,4.0,8.39185670010494,14380,2.0,0,11,4410,0,2720,11454,9
4,2.5,8.003363058629947,5122,2.0,0,8,2990,0,3140,7875,11
2,2.5,8.064950891749143,9400,2.0,4,10,2610,570,3760,9450,30
6,1.75,7.507141079727608,6250,1.0,0,7,1130,690,1820,5750,61
3,1.0,6.846943139585379,8377,1.0,0,7,940,0,1710,6900,63
4,3.25,8.237743803890933,11200,2.0,0,11,3780,0,3720,11813,13
4,2.5,7.836369760545124,8169,2.0,0,8,2530,0,2220,8013,22
3,2.5,8.061802274538348,7187,2.0,0,9,3170,0,2790,7336,10
2,1.75,6.976348070447749,1276,3.0,0,8,1070,0,1290,2057,9
4,2.5,7.7057128238944275,3561,2.0,0,8,2220,0,2530,4449,1
3,1.75,7.687538766201629,14135,1.0,2,8,1300,880,3540,10318,68
6,2.0,7.749753406274437,210830,2.0,0,8,2320,0,2540,217800,53
3,2.25,7.72356247227797,13209,1.0,0,9,2260,0,2820,12534,38
4,3.25,8.31898612539206,241322,2.0,0,9,2500,1600,3770,87821,34
3,1.75,6.918695219020472,8580,1.0,0,7,1010,0,1500,8580,54
4,2.5,7.926963544862978,21806,2.0,0,9,2770,0,2500,21656,24
3,2.5,7.916078096302786,7923,2.0,0,9,2740,0,2740,8815,17
4,1.75,7.754052639035757,5000,1.5,0,7,1510,820,1460,5000,86
3,2.5,7.528869256642251,3150,2.0,0,8,1860,0,2050,3375,14
4,2.5,7.635786861395585,4270,2.0,0,8,2070,0,2070,4610,5
3,1.0,7.155396301896734,5100,1.0,0,7,880,400,1360,6120,54
4,2.0,7.565793282428515,6600,1.0,0,7,1030,900,1220,6600,48
3,1.75,7.403061091090091,10695,1.0,2,8,1640,0,2790,9775,40
4,3.25,8.200013648175434,3604,2.0,2,9,1960,1680,1940,4600,102
4,2.75,7.923348211930154,7533,1.0,0,8,1400,1360,2340,7943,18
3,1.5,7.170888478512505,7200,1.0,0,7,1300,0,2280,7200,55
4,3.0,7.560601162768557,4000,1.5,0,8,1540,380,1660,4000,84
3,2.25,7.365812837209472,47916,1.0,0,7,1580,0,1980,75358,36
5,2.75,7.916078096302786,5616,1.5,0,7,1670,1070,1600,4592,90
4,3.5,8.436200032206706,11676,2.0,0,10,4610,0,3900,11164,15
2,2.5,7.155396301896734,1566,2.0,0,7,1280,0,1460,1845,10
5,3.0,8.068089626278244,7081,1.0,2,9,1890,1300,2270,7623,2
3,3.25,7.923348211930154,6420,2.0,2,9,2110,650,2030,7725,24
4,2.5,7.9865049385539955,6000,2.0,0,8,2940,0,2510,6600,15
3,2.0,7.384610383176974,13309,1.0,0,7,1610,0,1610,15725,48
4,2.5,7.868254265520613,5850,2.0,0,8,2612,0,2419,8984,1
5,4.5,8.326274787396764,10404,2.0,0,10,4130,0,3890,11531,11
1,2.25,7.630946580890459,10600,1.5,0,7,1560,500,2060,11880,32
2,2.0,7.074116816197362,2553,2.0,0,6,1180,0,1310,2687,10
4,2.5,8.013343181386672,6788,2.0,0,7,3020,0,2640,5325,13
6,4.25,8.03947991910045,9378,3.0,2,11,3100,0,3270,6334,37
3,2.5,7.989899374942939,35108,1.5,0,10,2950,0,3810,35181,20
3,2.5,7.384610383176974,10022,2.0,0,7,1610,0,1820,10017,19
4,2.5,8.237743803890933,10962,2.0,0,10,3780,0,3310,11651,25
3,2.5,7.783640596221253,97138,2.0,0,8,2400,0,2230,54450,32
3,1.5,6.814542897259958,5120,1.0,0,6,910,0,1410,5132,42
2,1.0,7.365812837209472,2199,2.0,2,8,1580,0,2170,4405,20
4,3.5,8.049107721326406,5000,3.0,0,10,3130,0,1950,5152,1
3,2.75,7.645397699428633,9620,1.0,0,8,1340,750,2150,9660,28
3,1.0,7.415175109613295,11783,1.0,0,7,1160,500,1320,10541,37
4,2.5,7.8826922062890254,6875,2.0,0,8,2650,0,2650,5831,1
4,2.0,7.983098940710892,12840,1.5,0,8,2930,0,1960,10920,50
3,1.75,7.396948602621014,28600,1.0,0,8,1630,0,2260,26000,48
3,1.75,7.745435610274381,7620,2.0,0,8,2310,0,2200,7672,27
3,2.25,7.893945138235959,10440,1.0,1,8,1540,1140,2140,7560,52
3,1.75,7.650168700845001,14850,1.0,0,7,2100,0,1930,17238,52
2,1.5,7.372118028337787,4500,1.0,0,7,920,670,1900,4450,69
4,1.75,7.555381944240273,8117,1.0,0,7,1460,450,1810,8100,40
4,2.75,8.219056661060598,7984,2.0,0,9,3710,0,2950,7984,16
3,2.5,7.496097345175956,3980,2.0,0,7,1800,0,2580,4307,9
4,2.5,7.824445930877619,11070,1.0,2,8,1300,1200,2500,11070,51
4,2.75,8.261268150577648,10046,2.0,0,11,3870,0,3560,10046,10
4,2.75,7.8713112033234065,6019,2.0,0,8,2620,0,2790,6716,2
3,2.5,7.771067086065406,4200,2.0,0,8,2370,0,2370,4200,1
3,2.0,7.687538766201629,5440,1.0,0,7,1100,1080,1470,4109,111
2,1.0,7.057036981697891,5000,1.0,0,8,1160,0,1750,5000,78
2,2.0,7.293697720601438,2052,1.5,0,7,1470,0,1470,2052,29
3,2.25,7.427144133408616,57063,2.0,0,8,1680,0,1910,57063,26
3,1.0,7.313886831633462,4100,1.5,0,7,1370,130,1500,4100,89
2,2.25,7.057036981697891,954,2.0,0,8,960,200,1160,1327,1
3,1.75,7.534228326274089,8400,1.0,0,7,990,880,1750,8400,38
3,1.5,7.193685818395112,9900,1.0,0,7,1330,0,1940,9900,59
3,3.5,8.071218539969863,10344,2.0,0,10,3200,0,2550,20152,8
3,1.75,7.596392304064196,5650,1.0,1,7,1320,670,2130,5650,52
4,1.75,7.507141079727608,7700,1.0,0,7,1100,720,1700,8500,60
2,1.0,6.957497370876951,403365,1.0,3,6,1050,0,1760,108900,110
2,1.0,6.55250788703459,5100,1.0,0,5,700,0,970,5811,62
4,2.75,8.499232866039245,15139,1.0,0,10,2560,2350,3980,15139,51
4,2.5,8.006700845440367,6892,2.0,0,8,3000,0,3000,6589,10
3,1.5,7.2868764117507,7140,1.0,0,7,980,480,1400,8572,35
3,1.75,7.131698510466912,5546,1.0,0,7,1250,0,1640,4791,28
4,2.5,7.824445930877619,4500,2.0,0,7,2500,0,2230,4500,5
7,2.25,7.8713112033234065,6890,2.0,0,7,2620,0,2070,7910,54
4,3.5,8.281723990411392,12320,2.0,0,10,3950,0,3920,11086,14
2,1.0,7.1785454837637,7128,1.0,0,7,940,370,1400,7161,35
